disease_group,disease,year,count
Vaccine preventable diseases,Tetanus,2006,3
Vaccine preventable diseases,Tetanus,2005,2
Vaccine preventable diseases,Tetanus,2004,6
Vaccine preventable diseases,Tetanus,2003,4
Vaccine preventable diseases,Tetanus,2002,4
Vaccine preventable diseases,Tetanus,2001,2
Vaccine preventable diseases,Tetanus,2000,8
Vaccine preventable diseases,Tetanus,1999,2
Vaccine preventable diseases,Tetanus,1998,8
Vaccine preventable diseases,Tetanus,1997,7
Vaccine preventable diseases,Tetanus,1996,3
Vaccine preventable diseases,Tetanus,1995,7
Vaccine preventable diseases,Tetanus,1994,13
Vaccine preventable diseases,Tetanus,1993,10
Vaccine preventable diseases,Tetanus,1992,13
Vaccine preventable diseases,Tetanus,1991,11
Vaccine preventable diseases,Varicella zoster (chickenpox),2026,192
Vaccine preventable diseases,Varicella zoster (chickenpox),2025,2485
Vaccine preventable diseases,Varicella zoster (chickenpox),2024,2439
Vaccine preventable diseases,Varicella zoster (chickenpox),2023,2641
Vaccine preventable diseases,Varicella zoster (chickenpox),2022,1840
Vaccine preventable diseases,Varicella zoster (chickenpox),2021,2289
Vaccine preventable diseases,Varicella zoster (chickenpox),2020,2948
Vaccine preventable diseases,Varicella zoster (chickenpox),2019,4442
Vaccine preventable diseases,Varicella zoster (chickenpox),2018,4612
Vaccine preventable diseases,Varicella zoster (chickenpox),2017,3281
Vaccine preventable diseases,Varicella zoster (chickenpox),2016,3149
Vaccine preventable diseases,Varicella zoster (chickenpox),2015,2590
Vaccine preventable diseases,Varicella zoster (chickenpox),2014,2194
Vaccine preventable diseases,Varicella zoster (chickenpox),2013,2213
Vaccine preventable diseases,Varicella zoster (chickenpox),2012,2064
Vaccine preventable diseases,Varicella zoster (chickenpox),2011,2161
Vaccine preventable diseases,Varicella zoster (chickenpox),2010,1873
Vaccine preventable diseases,Varicella zoster (chickenpox),2009,1798
Vaccine preventable diseases,Varicella zoster (chickenpox),2008,1810
Vaccine preventable diseases,Varicella zoster (chickenpox),2007,1665
Vaccine preventable diseases,Varicella zoster (chickenpox),2006,1624
Vaccine preventable diseases,Varicella zoster (chickenpox),2005,0
Vaccine preventable diseases,Varicella zoster (chickenpox),2004,0
Vaccine preventable diseases,Varicella zoster (chickenpox),2003,0
Vaccine preventable diseases,Varicella zoster (chickenpox),2002,0
Vaccine preventable diseases,Varicella zoster (chickenpox),2001,0
Vaccine preventable diseases,Varicella zoster (chickenpox),2000,0
Vaccine preventable diseases,Varicella zoster (chickenpox),1999,0
Vaccine preventable diseases,Varicella zoster (chickenpox),1998,0
Vaccine preventable diseases,Varicella zoster (chickenpox),1997,0
Vaccine preventable diseases,Varicella zoster (chickenpox),1996,0
Vaccine preventable diseases,Varicella zoster (chickenpox),1995,0
Vaccine preventable diseases,Varicella zoster (chickenpox),1994,0
Vaccine preventable diseases,Varicella zoster (chickenpox),1993,0
Vaccine preventable diseases,Varicella zoster (chickenpox),1992,0
Vaccine preventable diseases,Varicella zoster (chickenpox),1991,0
Vaccine preventable diseases,Varicella zoster (shingles),2026,841
Vaccine preventable diseases,Varicella zoster (shingles),2025,9948
Vaccine preventable diseases,Varicella zoster (shingles),2024,10260
Vaccine preventable diseases,Varicella zoster (shingles),2023,13452
Vaccine preventable diseases,Varicella zoster (shingles),2022,10594
Vaccine preventable diseases,Varicella zoster (shingles),2021,12733
Vaccine preventable diseases,Varicella zoster (shingles),2020,16342
Vaccine preventable diseases,Varicella zoster (shingles),2019,15247
Vaccine preventable diseases,Varicella zoster (shingles),2018,14141
Vaccine preventable diseases,Varicella zoster (shingles),2017,9588
Vaccine preventable diseases,Varicella zoster (shingles),2016,7842
Vaccine preventable diseases,Varicella zoster (shingles),2015,6660
Vaccine preventable diseases,Varicella zoster (shingles),2014,5801
Vaccine preventable diseases,Varicella zoster (shingles),2013,5244
Vaccine preventable diseases,Varicella zoster (shingles),2012,4731
Vaccine preventable diseases,Varicella zoster (shingles),2011,4206
Vaccine preventable diseases,Varicella zoster (shingles),2010,3216
Vaccine preventable diseases,Varicella zoster (shingles),2009,2788
Vaccine preventable diseases,Varicella zoster (shingles),2008,2357
Vaccine preventable diseases,Varicella zoster (shingles),2007,1583
Vaccine preventable diseases,Varicella zoster (shingles),2006,1179
Vaccine preventable diseases,Varicella zoster (shingles),2005,0
Vaccine preventable diseases,Varicella zoster (shingles),2004,0
Vaccine preventable diseases,Varicella zoster (shingles),2003,0
Vaccine preventable diseases,Varicella zoster (shingles),2002,0
Vaccine preventable diseases,Varicella zoster (shingles),2001,0
Vaccine preventable diseases,Varicella zoster (shingles),2000,0
Vaccine preventable diseases,Varicella zoster (shingles),1999,0
Vaccine preventable diseases,Varicella zoster (shingles),1998,0
Vaccine preventable diseases,Varicella zoster (shingles),1997,0
Vaccine preventable diseases,Varicella zoster (shingles),1996,0
Vaccine preventable diseases,Varicella zoster (shingles),1995,0
Vaccine preventable diseases,Varicella zoster (shingles),1994,0
Vaccine preventable diseases,Varicella zoster (shingles),1993,0
Vaccine preventable diseases,Varicella zoster (shingles),1992,0
Vaccine preventable diseases,Varicella zoster (shingles),1991,0
Vaccine preventable diseases,Varicella zoster (unspecified),2026,2264
Vaccine preventable diseases,Varicella zoster (unspecified),2025,23223
Vaccine preventable diseases,Varicella zoster (unspecified),2024,22379
Vaccine preventable diseases,Varicella zoster (unspecified),2023,18462
Vaccine preventable diseases,Varicella zoster (unspecified),2022,18139
Vaccine preventable diseases,Varicella zoster (unspecified),2021,18217
Vaccine preventable diseases,Varicella zoster (unspecified),2020,12332
Vaccine preventable diseases,Varicella zoster (unspecified),2019,13064
Vaccine preventable diseases,Varicella zoster (unspecified),2018,12839
Vaccine preventable diseases,Varicella zoster (unspecified),2017,15270
Vaccine preventable diseases,Varicella zoster (unspecified),2016,15142
Vaccine preventable diseases,Varicella zoster (unspecified),2015,13126
Vaccine preventable diseases,Varicella zoster (unspecified),2014,11757
Vaccine preventable diseases,Varicella zoster (unspecified),2013,10751
Vaccine preventable diseases,Varicella zoster (unspecified),2012,9045
Vaccine preventable diseases,Varicella zoster (unspecified),2011,8303
Vaccine preventable diseases,Varicella zoster (unspecified),2010,7862
Vaccine preventable diseases,Varicella zoster (unspecified),2009,7374
Vaccine preventable diseases,Varicella zoster (unspecified),2008,4392
Vaccine preventable diseases,Varicella zoster (unspecified),2007,4253
Vaccine preventable diseases,Varicella zoster (unspecified),2006,3763
Vaccine preventable diseases,Varicella zoster (unspecified),2005,0
Vaccine preventable diseases,Varicella zoster (unspecified),2004,0
Vaccine preventable diseases,Varicella zoster (unspecified),2003,0
Vaccine preventable diseases,Varicella zoster (unspecified),2002,0
Vaccine preventable diseases,Varicella zoster (unspecified),2001,0
Vaccine preventable diseases,Varicella zoster (unspecified),2000,0
Vaccine preventable diseases,Varicella zoster (unspecified),1999,0
Vaccine preventable diseases,Varicella zoster (unspecified),1998,0
Vaccine preventable diseases,Varicella zoster (unspecified),1997,0
Vaccine preventable diseases,Varicella zoster (unspecified),1996,0
Vaccine preventable diseases,Varicella zoster (unspecified),1995,0
Vaccine preventable diseases,Varicella zoster (unspecified),1994,0
Vaccine preventable diseases,Varicella zoster (unspecified),1993,0
Vaccine preventable diseases,Varicella zoster (unspecified),1992,0
Vaccine preventable diseases,Varicella zoster (unspecified),1991,0
Vectorborne diseases,Barmah Forest virus infection,2026,21
Vectorborne diseases,Barmah Forest virus infection,2025,259
Vectorborne diseases,Barmah Forest virus infection,2024,315
Vectorborne diseases,Barmah Forest virus infection,2023,346
Vectorborne diseases,Barmah Forest virus infection,2022,342
Vectorborne diseases,Barmah Forest virus infection,2021,388
Vectorborne diseases,Barmah Forest virus infection,2020,735
Vectorborne diseases,Barmah Forest virus infection,2019,241
Vectorborne diseases,Barmah Forest virus infection,2018,330
Vectorborne diseases,Barmah Forest virus infection,2017,447
Vectorborne diseases,Barmah Forest virus infection,2016,331
Vectorborne diseases,Barmah Forest virus infection,2015,628
Vectorborne diseases,Barmah Forest virus infection,2014,740
Vectorborne diseases,Barmah Forest virus infection,2013,4236
Vectorborne diseases,Barmah Forest virus infection,2012,1726
Vectorborne diseases,Barmah Forest virus infection,2011,1865
Vectorborne diseases,Barmah Forest virus infection,2010,1463
Vectorborne diseases,Barmah Forest virus infection,2009,1470
Vectorborne diseases,Barmah Forest virus infection,2008,2079
Vectorborne diseases,Barmah Forest virus infection,2007,1708
Vectorborne diseases,Barmah Forest virus infection,2006,2124
Vectorborne diseases,Barmah Forest virus infection,2005,1316
Vectorborne diseases,Barmah Forest virus infection,2004,1096
Vectorborne diseases,Barmah Forest virus infection,2003,1365
Vectorborne diseases,Barmah Forest virus infection,2002,905
Vectorborne diseases,Barmah Forest virus infection,2001,1138
Vectorborne diseases,Barmah Forest virus infection,2000,643
Vectorborne diseases,Barmah Forest virus infection,1999,638
Vectorborne diseases,Barmah Forest virus infection,1998,524
Vectorborne diseases,Barmah Forest virus infection,1997,687
Vectorborne diseases,Barmah Forest virus infection,1996,845
Vectorborne diseases,Barmah Forest virus infection,1995,730
Vectorborne diseases,Barmah Forest virus infection,1994,0
Vectorborne diseases,Barmah Forest virus infection,1993,0
Vectorborne diseases,Barmah Forest virus infection,1992,0
Vectorborne diseases,Barmah Forest virus infection,1991,0
Vectorborne diseases,Chikungunya virus infection,2026,13
Vectorborne diseases,Chikungunya virus infection,2025,165
Vectorborne diseases,Chikungunya virus infection,2024,69
Vectorborne diseases,Chikungunya virus infection,2023,42
Vectorborne diseases,Chikungunya virus infection,2022,41
Vectorborne diseases,Chikungunya virus infection,2021,2
Vectorborne diseases,Chikungunya virus infection,2020,33
Vectorborne diseases,Chikungunya virus infection,2019,87
Vectorborne diseases,Chikungunya virus infection,2018,41
Vectorborne diseases,Chikungunya virus infection,2017,99
Vectorborne diseases,Chikungunya virus infection,2016,114
Vectorborne diseases,Chikungunya virus infection,2015,113
Vectorborne diseases,Chikungunya virus infection,2014,110
Vectorborne diseases,Chikungunya virus infection,2013,134
Vectorborne diseases,Chikungunya virus infection,2012,19
Vectorborne diseases,Chikungunya virus infection,2011,39
Vectorborne diseases,Chikungunya virus infection,2010,62
Vectorborne diseases,Chikungunya virus infection,2009,30
Vectorborne diseases,Chikungunya virus infection,2008,12
Vectorborne diseases,Chikungunya virus infection,2007,0
Vectorborne diseases,Chikungunya virus infection,2006,0
Vectorborne diseases,Chikungunya virus infection,2005,0
Vectorborne diseases,Chikungunya virus infection,2004,0
Vectorborne diseases,Chikungunya virus infection,2003,0
Vectorborne diseases,Chikungunya virus infection,2002,0
Vectorborne diseases,Chikungunya virus infection,2001,0
Vectorborne diseases,Chikungunya virus infection,2000,0
Vectorborne diseases,Chikungunya virus infection,1999,0
Vectorborne diseases,Chikungunya virus infection,1998,0
Vectorborne diseases,Chikungunya virus infection,1997,0
Vectorborne diseases,Chikungunya virus infection,1996,0
Vectorborne diseases,Chikungunya virus infection,1995,0
Vectorborne diseases,Chikungunya virus infection,1994,0
Vectorborne diseases,Chikungunya virus infection,1993,0
Vectorborne diseases,Chikungunya virus infection,1992,0
Vectorborne diseases,Chikungunya virus infection,1991,0
Vectorborne diseases,Dengue virus infection,2026,167
Vectorborne diseases,Dengue virus infection,2025,1912
Vectorborne diseases,Dengue virus infection,2024,2381
Vectorborne diseases,Dengue virus infection,2023,1122
Vectorborne diseases,Dengue virus infection,2022,535
Vectorborne diseases,Dengue virus infection,2021,9
Vectorborne diseases,Dengue virus infection,2020,230
Vectorborne diseases,Dengue virus infection,2019,1502
Vectorborne diseases,Dengue virus infection,2018,963
Vectorborne diseases,Dengue virus infection,2017,1135
Vectorborne diseases,Dengue virus infection,2016,2239
Vectorborne diseases,Dengue virus infection,2015,1713
Vectorborne diseases,Dengue virus infection,2014,1720
Vectorborne diseases,Dengue virus infection,2013,1838
Vectorborne diseases,Dengue virus infection,2012,1539
Vectorborne diseases,Dengue virus infection,2011,821
Vectorborne diseases,Dengue virus infection,2010,1228
Vectorborne diseases,Dengue virus infection,2009,1404
Vectorborne diseases,Dengue virus infection,2008,555
Vectorborne diseases,Dengue virus infection,2007,316
Vectorborne diseases,Dengue virus infection,2006,188
Vectorborne diseases,Dengue virus infection,2005,219
Vectorborne diseases,Dengue virus infection,2004,350
Vectorborne diseases,Dengue virus infection,2003,868
Vectorborne diseases,Dengue virus infection,2002,224
Vectorborne diseases,Dengue virus infection,2001,183
Vectorborne diseases,Dengue virus infection,2000,216
Vectorborne diseases,Dengue virus infection,1999,131
Vectorborne diseases,Dengue virus infection,1998,581
Vectorborne diseases,Dengue virus infection,1997,171
Vectorborne diseases,Dengue virus infection,1996,123
Vectorborne diseases,Dengue virus infection,1995,39
Vectorborne diseases,Dengue virus infection,1994,11
Vectorborne diseases,Dengue virus infection,1993,664
Vectorborne diseases,Dengue virus infection,1992,353
Vectorborne diseases,Dengue virus infection,1991,17
Vectorborne diseases,Flavivirus infection (unspecified),2026,0
Vectorborne diseases,Flavivirus infection (unspecified),2025,29
Vectorborne diseases,Flavivirus infection (unspecified),2024,18
Vectorborne diseases,Flavivirus infection (unspecified),2023,15
Vectorborne diseases,Flavivirus infection (unspecified),2022,4
Vectorborne diseases,Flavivirus infection (unspecified),2021,4
Vectorborne diseases,Flavivirus infection (unspecified),2020,13
Vectorborne diseases,Flavivirus infection (unspecified),2019,11
Vectorborne diseases,Flavivirus infection (unspecified),2018,8
Vectorborne diseases,Flavivirus infection (unspecified),2017,17
Vectorborne diseases,Flavivirus infection (unspecified),2016,116
Vectorborne diseases,Flavivirus infection (unspecified),2015,11
Vectorborne diseases,Flavivirus infection (unspecified),2014,20
Vectorborne diseases,Flavivirus infection (unspecified),2013,16
Vectorborne diseases,Flavivirus infection (unspecified),2012,7
Vectorborne diseases,Flavivirus infection (unspecified),2011,13
Vectorborne diseases,Flavivirus infection (unspecified),2010,14
Vectorborne diseases,Flavivirus infection (unspecified),2009,4
Vectorborne diseases,Flavivirus infection (unspecified),2008,11
Vectorborne diseases,Flavivirus infection (unspecified),2007,15
Vectorborne diseases,Flavivirus infection (unspecified),2006,30
Vectorborne diseases,Flavivirus infection (unspecified),2005,27
Vectorborne diseases,Flavivirus infection (unspecified),2004,66
Vectorborne diseases,Flavivirus infection (unspecified),2003,52
Vectorborne diseases,Flavivirus infection (unspecified),2002,16
Vectorborne diseases,Flavivirus infection (unspecified),2001,30
Vectorborne diseases,Flavivirus infection (unspecified),2000,43
Vectorborne diseases,Flavivirus infection (unspecified),1999,50
Vectorborne diseases,Flavivirus infection (unspecified),1998,75
Vectorborne diseases,Flavivirus infection (unspecified),1997,13
Vectorborne diseases,Flavivirus infection (unspecified),1996,6
Vectorborne diseases,Flavivirus infection (unspecified),1995,18
Vectorborne diseases,Flavivirus infection (unspecified),1994,9
Vectorborne diseases,Flavivirus infection (unspecified),1993,80
Vectorborne diseases,Flavivirus infection (unspecified),1992,42
Vectorborne diseases,Flavivirus infection (unspecified),1991,101
Vectorborne diseases,Japanese encephalitis virus infection,2026,0
Vectorborne diseases,Japanese encephalitis virus infection,2025,9
Vectorborne diseases,Japanese encephalitis virus infection,2024,1
Vectorborne diseases,Japanese encephalitis virus infection,2023,0
Vectorborne diseases,Japanese encephalitis virus infection,2022,41
Vectorborne diseases,Japanese encephalitis virus infection,2021,4
Vectorborne diseases,Japanese encephalitis virus infection,2020,1
Vectorborne diseases,Japanese encephalitis virus infection,2019,3
Vectorborne diseases,Japanese encephalitis virus infection,2018,0
Vectorborne diseases,Japanese encephalitis virus infection,2017,1
Vectorborne diseases,Japanese encephalitis virus infection,2016,0
Vectorborne diseases,Japanese encephalitis virus infection,2015,3
Vectorborne diseases,Japanese encephalitis virus infection,2014,1
Vectorborne diseases,Japanese encephalitis virus infection,2013,4
Vectorborne diseases,Japanese encephalitis virus infection,2012,1
Vectorborne diseases,Japanese encephalitis virus infection,2011,0
Vectorborne diseases,Japanese encephalitis virus infection,2010,0
Vectorborne diseases,Japanese encephalitis virus infection,2009,0
Vectorborne diseases,Japanese encephalitis virus infection,2008,1
Vectorborne diseases,Japanese encephalitis virus infection,2007,0
Vectorborne diseases,Japanese encephalitis virus infection,2006,0
Vectorborne diseases,Japanese encephalitis virus infection,2005,0
Vectorborne diseases,Japanese encephalitis virus infection,2004,1
Vectorborne diseases,Japanese encephalitis virus infection,2003,1
Vectorborne diseases,Japanese encephalitis virus infection,2002,0
Vectorborne diseases,Japanese encephalitis virus infection,2001,0
Vectorborne diseases,Japanese encephalitis virus infection,2000,0
Vectorborne diseases,Japanese encephalitis virus infection,1999,0
Vectorborne diseases,Japanese encephalitis virus infection,1998,0
Vectorborne diseases,Japanese encephalitis virus infection,1997,0
Vectorborne diseases,Japanese encephalitis virus infection,1996,0
Vectorborne diseases,Japanese encephalitis virus infection,1995,0
Vectorborne diseases,Japanese encephalitis virus infection,1994,0
Vectorborne diseases,Japanese encephalitis virus infection,1993,0
Vectorborne diseases,Japanese encephalitis virus infection,1992,0
Vectorborne diseases,Japanese encephalitis virus infection,1991,0
Vectorborne diseases,Malaria,2026,38
Vectorborne diseases,Malaria,2025,437
Vectorborne diseases,Malaria,2024,453
Vectorborne diseases,Malaria,2023,392
Vectorborne diseases,Malaria,2022,206
Vectorborne diseases,Malaria,2021,59
Vectorborne diseases,Malaria,2020,157
Vectorborne diseases,Malaria,2019,381
Vectorborne diseases,Malaria,2018,407
Vectorborne diseases,Malaria,2017,364
Vectorborne diseases,Malaria,2016,305
Vectorborne diseases,Malaria,2015,234
Vectorborne diseases,Malaria,2014,324
Vectorborne diseases,Malaria,2013,423
Vectorborne diseases,Malaria,2012,344
Vectorborne diseases,Malaria,2011,418
Vectorborne diseases,Malaria,2010,404
Vectorborne diseases,Malaria,2009,504
Vectorborne diseases,Malaria,2008,524
Vectorborne diseases,Malaria,2007,565
Vectorborne diseases,Malaria,2006,772
Vectorborne diseases,Malaria,2005,812
Vectorborne diseases,Malaria,2004,542
Vectorborne diseases,Malaria,2003,582
Vectorborne diseases,Malaria,2002,467
Vectorborne diseases,Malaria,2001,714
Vectorborne diseases,Malaria,2000,964
Vectorborne diseases,Malaria,1999,715
Vectorborne diseases,Malaria,1998,653
Vectorborne diseases,Malaria,1997,744
Vectorborne diseases,Malaria,1996,850
Vectorborne diseases,Malaria,1995,608
Vectorborne diseases,Malaria,1994,705
Vectorborne diseases,Malaria,1993,675
Vectorborne diseases,Malaria,1992,725
Vectorborne diseases,Malaria,1991,811
Vectorborne diseases,Murray Valley encephalitis virus infection,2026,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2025,5
Vectorborne diseases,Murray Valley encephalitis virus infection,2024,4
Vectorborne diseases,Murray Valley encephalitis virus infection,2023,26
Vectorborne diseases,Murray Valley encephalitis virus infection,2022,1
Vectorborne diseases,Murray Valley encephalitis virus infection,2021,1
Vectorborne diseases,Murray Valley encephalitis virus infection,2020,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2019,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2018,1
Vectorborne diseases,Murray Valley encephalitis virus infection,2017,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2016,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2015,2
Vectorborne diseases,Murray Valley encephalitis virus infection,2014,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2013,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2012,1
Vectorborne diseases,Murray Valley encephalitis virus infection,2011,16
Vectorborne diseases,Murray Valley encephalitis virus infection,2010,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2009,4
Vectorborne diseases,Murray Valley encephalitis virus infection,2008,2
Vectorborne diseases,Murray Valley encephalitis virus infection,2007,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2006,1
Vectorborne diseases,Murray Valley encephalitis virus infection,2005,2
Vectorborne diseases,Murray Valley encephalitis virus infection,2004,1
Vectorborne diseases,Murray Valley encephalitis virus infection,2003,0
Vectorborne diseases,Murray Valley encephalitis virus infection,2002,2
Vectorborne diseases,Murray Valley encephalitis virus infection,2001,4
Vectorborne diseases,Murray Valley encephalitis virus infection,2000,0
Vectorborne diseases,Murray Valley encephalitis virus infection,1999,0
Vectorborne diseases,Murray Valley encephalitis virus infection,1998,0
Vectorborne diseases,Murray Valley encephalitis virus infection,1997,0
Vectorborne diseases,Murray Valley encephalitis virus infection,1996,0
Vectorborne diseases,Murray Valley encephalitis virus infection,1995,0
Vectorborne diseases,Murray Valley encephalitis virus infection,1994,0
Vectorborne diseases,Murray Valley encephalitis virus infection,1993,0
Vectorborne diseases,Murray Valley encephalitis virus infection,1992,0
Vectorborne diseases,Murray Valley encephalitis virus infection,1991,0
Vectorborne diseases,Ross River virus infection,2026,151
Vectorborne diseases,Ross River virus infection,2025,1955
Vectorborne diseases,Ross River virus infection,2024,3373
Vectorborne diseases,Ross River virus infection,2023,1711
Vectorborne diseases,Ross River virus infection,2022,2906
Vectorborne diseases,Ross River virus infection,2021,3096
Vectorborne diseases,Ross River virus infection,2020,6369
Vectorborne diseases,Ross River virus infection,2019,2965
Vectorborne diseases,Ross River virus infection,2018,3103
Vectorborne diseases,Ross River virus infection,2017,6933
Vectorborne diseases,Ross River virus infection,2016,3736
Vectorborne diseases,Ross River virus infection,2015,9532
Vectorborne diseases,Ross River virus infection,2014,5309
Vectorborne diseases,Ross River virus infection,2013,4311
Vectorborne diseases,Ross River virus infection,2012,4675
Vectorborne diseases,Ross River virus infection,2011,5127
Vectorborne diseases,Ross River virus infection,2010,5120
Vectorborne diseases,Ross River virus infection,2009,4736
Vectorborne diseases,Ross River virus infection,2008,5607
Vectorborne diseases,Ross River virus infection,2007,4146
Vectorborne diseases,Ross River virus infection,2006,5451
Vectorborne diseases,Ross River virus infection,2005,2545
Vectorborne diseases,Ross River virus infection,2004,4019
Vectorborne diseases,Ross River virus infection,2003,4006
Vectorborne diseases,Ross River virus infection,2002,1480
Vectorborne diseases,Ross River virus infection,2001,3175
Vectorborne diseases,Ross River virus infection,2000,4122
Vectorborne diseases,Ross River virus infection,1999,4449
Vectorborne diseases,Ross River virus infection,1998,3167
Vectorborne diseases,Ross River virus infection,1997,6612
Vectorborne diseases,Ross River virus infection,1996,7765
Vectorborne diseases,Ross River virus infection,1995,2628
Vectorborne diseases,Ross River virus infection,1994,3845
Vectorborne diseases,Ross River virus infection,1993,5269
Vectorborne diseases,Ross River virus infection,1992,0
Vectorborne diseases,Ross River virus infection,1991,0
Vectorborne diseases,West Nile/Kunjin virus infection,2026,0
Vectorborne diseases,West Nile/Kunjin virus infection,2025,1
Vectorborne diseases,West Nile/Kunjin virus infection,2024,2
Vectorborne diseases,West Nile/Kunjin virus infection,2023,2
Vectorborne diseases,West Nile/Kunjin virus infection,2022,0
Vectorborne diseases,West Nile/Kunjin virus infection,2021,0
Vectorborne diseases,West Nile/Kunjin virus infection,2020,1
Vectorborne diseases,West Nile/Kunjin virus infection,2019,1
Vectorborne diseases,West Nile/Kunjin virus infection,2018,0
Vectorborne diseases,West Nile/Kunjin virus infection,2017,5
Vectorborne diseases,West Nile/Kunjin virus infection,2016,0
Vectorborne diseases,West Nile/Kunjin virus infection,2015,1
Vectorborne diseases,West Nile/Kunjin virus infection,2014,1
Vectorborne diseases,West Nile/Kunjin virus infection,2013,2
Vectorborne diseases,West Nile/Kunjin virus infection,2012,0
Vectorborne diseases,West Nile/Kunjin virus infection,2011,2
Vectorborne diseases,West Nile/Kunjin virus infection,2010,2
Vectorborne diseases,West Nile/Kunjin virus infection,2009,2
Vectorborne diseases,West Nile/Kunjin virus infection,2008,1
Vectorborne diseases,West Nile/Kunjin virus infection,2007,1
Vectorborne diseases,West Nile/Kunjin virus infection,2006,3
Vectorborne diseases,West Nile/Kunjin virus infection,2005,1
Vectorborne diseases,West Nile/Kunjin virus infection,2004,6
Vectorborne diseases,West Nile/Kunjin virus infection,2003,9
Vectorborne diseases,West Nile/Kunjin virus infection,2002,0
Vectorborne diseases,West Nile/Kunjin virus infection,2001,4
Vectorborne diseases,West Nile/Kunjin virus infection,2000,0
Vectorborne diseases,West Nile/Kunjin virus infection,1999,0
Vectorborne diseases,West Nile/Kunjin virus infection,1998,0
Vectorborne diseases,West Nile/Kunjin virus infection,1997,0
Vectorborne diseases,West Nile/Kunjin virus infection,1996,0
Vectorborne diseases,West Nile/Kunjin virus infection,1995,0
Vectorborne diseases,West Nile/Kunjin virus infection,1994,0
Vectorborne diseases,West Nile/Kunjin virus infection,1993,0
Vectorborne diseases,West Nile/Kunjin virus infection,1992,0
Vectorborne diseases,West Nile/Kunjin virus infection,1991,0
Zoonoses,Anthrax,2026,0
Zoonoses,Anthrax,2025,0
Zoonoses,Anthrax,2024,0
Zoonoses,Anthrax,2023,0
Zoonoses,Anthrax,2022,0
Zoonoses,Anthrax,2021,0
Zoonoses,Anthrax,2020,0
Zoonoses,Anthrax,2019,0
Zoonoses,Anthrax,2018,0
Zoonoses,Anthrax,2017,0
Zoonoses,Anthrax,2016,0
Zoonoses,Anthrax,2015,0
Zoonoses,Anthrax,2014,0
Zoonoses,Anthrax,2013,0
Zoonoses,Anthrax,2012,0
Zoonoses,Anthrax,2011,0
Zoonoses,Anthrax,2010,1
Zoonoses,Anthrax,2009,0
Zoonoses,Anthrax,2008,0
Zoonoses,Anthrax,2007,1
Zoonoses,Anthrax,2006,1
Zoonoses,Anthrax,2005,0
Zoonoses,Anthrax,2004,0
Zoonoses,Anthrax,2003,0
Zoonoses,Anthrax,2002,0
Zoonoses,Anthrax,2001,0
Zoonoses,Anthrax,2000,0
Zoonoses,Anthrax,1999,0
Zoonoses,Anthrax,1998,1
Zoonoses,Anthrax,1997,0
Zoonoses,Anthrax,1996,0
Zoonoses,Anthrax,1995,0
Zoonoses,Anthrax,1994,0
Zoonoses,Anthrax,1993,0
Zoonoses,Anthrax,1992,0
Zoonoses,Anthrax,1991,0
Zoonoses,Australian bat lyssavirus infection,2026,0
Zoonoses,Australian bat lyssavirus infection,2025,1
Zoonoses,Australian bat lyssavirus infection,2024,0
Zoonoses,Australian bat lyssavirus infection,2023,0
Zoonoses,Australian bat lyssavirus infection,2022,0
Zoonoses,Australian bat lyssavirus infection,2021,0
Zoonoses,Australian bat lyssavirus infection,2020,0
Zoonoses,Australian bat lyssavirus infection,2019,0
Zoonoses,Australian bat lyssavirus infection,2018,0
Zoonoses,Australian bat lyssavirus infection,2017,0
Zoonoses,Australian bat lyssavirus infection,2016,0
Zoonoses,Australian bat lyssavirus infection,2015,0
Zoonoses,Australian bat lyssavirus infection,2014,0
Zoonoses,Australian bat lyssavirus infection,2013,1
Zoonoses,Australian bat lyssavirus infection,2012,0
Zoonoses,Australian bat lyssavirus infection,2011,0
Zoonoses,Australian bat lyssavirus infection,2010,0
Zoonoses,Australian bat lyssavirus infection,2009,0
Zoonoses,Australian bat lyssavirus infection,2008,0
Zoonoses,Australian bat lyssavirus infection,2007,0
Zoonoses,Australian bat lyssavirus infection,2006,0
Zoonoses,Australian bat lyssavirus infection,2005,0
Zoonoses,Australian bat lyssavirus infection,2004,0
Zoonoses,Australian bat lyssavirus infection,2003,0
Zoonoses,Australian bat lyssavirus infection,2002,0
Zoonoses,Australian bat lyssavirus infection,2001,0
Zoonoses,Australian bat lyssavirus infection,2000,0
Zoonoses,Australian bat lyssavirus infection,1999,0
Zoonoses,Australian bat lyssavirus infection,1998,0
Zoonoses,Australian bat lyssavirus infection,1997,0
Zoonoses,Australian bat lyssavirus infection,1996,0
Zoonoses,Australian bat lyssavirus infection,1995,0
Zoonoses,Australian bat lyssavirus infection,1994,0
Zoonoses,Australian bat lyssavirus infection,1993,0
Zoonoses,Australian bat lyssavirus infection,1992,0
Zoonoses,Australian bat lyssavirus infection,1991,0
Zoonoses,Brucellosis,2026,1
Zoonoses,Brucellosis,2025,16
